,year,player,POS,HGT,WGT,BMI,BF,WNGSPN,STNDRCH,HANDL,HANDW,STNDVERT,LPVERT,LANE,SHUTTLE,SPRINT,BENCH,BAR,PAN,PBHGT,PDHGT
414,2019,shamorie ponds,PG,71.5,180.0,24.8,0.098,75.5,96.5,7.75,8.0,29.0,37.0,11.01,3.07,3.2,0.0,105.6%,62.0,125.5,133.5
415,2019,jordan poole,SG,75.5,190.8,23.5,0.075,78.75,99.5,8.25,8.5,28.0,35.5,10.59,3.14,3.27,,104.3%,70.1,127.5,135.0
416,2019,kevin porter jr,SG,76.0,212.6,25.9,0.051,81.0,103.0,8.75,8.8,27.0,34.0,10.82,3.03,3.14,2.0,106.6%,76.6,130.0,137.0
417,2019,jontay porter,PF,81.75,210.4,22.1,0.085,84.0,109.5,8.75,9.5,,,,,,,102.8%,83.1,,
418,2019,cameron reddish,SF,78.5,207.8,23.7,0.047,84.5,105.5,9.0,9.0,,,,,,,107.6%,81.0,,
419,2019,naz reid,PF,80.75,255.8,27.6,0.14,87.25,109.0,9.5,9.3,26.0,32.5,12.03,3.76,3.42,3.0,108.0%,87.9,135.0,141.5
420,2019,isaiah roby,PF,79.25,214.0,24.0,0.039,85.0,106.0,9.0,10.5,32.5,35.5,10.63,3.05,3.25,9.0,107.3%,94.5,138.5,141.5
421,2019,luka samanic,PF,81.5,227.2,24.0,0.056,82.5,107.0,8.5,9.0,27.0,38.0,11.01,3.03,3.27,7.0,101.2%,76.5,134.0,145.0
422,2019,admiral schofield,SF,76.0,240.6,29.3,0.068,81.75,102.5,8.75,9.0,30.0,34.0,10.77,2.87,3.37,15.0,107.6%,78.8,132.5,136.5
423,2019,marial shayok,SF-PF,76.5,196.8,23.6,0.047,84.25,103.5,8.75,9.3,29.5,36.5,11.16,3.04,3.37,9.0,110.1%,80.9,133.0,140.0
424,2019,simisola shittu,PF,80.5,227.2,24.6,0.062,85.25,106.0,8.75,8.5,27.0,35.5,11.85,3.24,3.3,11.0,105.9%,74.4,133.0,141.5
425,2019,pj washington,PF,78.5,230.4,26.3,0.086,86.25,106.5,9.0,10.3,,,,,,,109.9%,92.3,,
426,2019,tremont waters,PG,69.5,172.4,25.1,0.066,74.25,93.5,8.0,9.8,30.5,40.5,10.76,3.11,3.07,5.0,106.8%,78.0,124.0,134.0
427,2019,quinndary weatherspoon,SG,75.0,206.6,25.8,0.061,81.0,100.0,8.5,9.0,31.0,38.0,11.57,3.15,3.16,,108.0%,76.5,131.0,138.0
428,2019,coby white,PG,75.5,191.4,23.6,0.043,77.0,97.5,7.75,9.0,,,,,,,102.0%,69.8,,
429,2019,kris wilkes,SF,78.25,208.8,24.0,0.049,82.75,103.0,8.5,9.5,27.5,35.0,10.39,3.09,3.34,4.0,105.8%,80.8,130.5,138.0
430,2019,grant williams,PF,77.75,240.2,27.9,0.054,81.75,104.5,9.0,10.5,26.0,31.5,10.83,3.27,3.33,20.0,105.1%,94.5,130.5,136.0
431,2019,dylan windler,SF,78.25,195.8,22.5,0.046,82.0,104.5,8.25,9.5,29.0,37.5,10.7,2.94,3.3,8.0,104.8%,78.4,133.5,142.0
432,2018,rawle alkins,SG,74.75,217.4,27.4,0.089,80.75,99.0,8.5,10.0,32.5,40.5,11.5,3.09,3.15,10.0,108.0%,85.0,131.5,139.5
433,2018,grayson allen,SG,75.0,198.0,24.7,0.056,79.25,97.0,8.25,10.0,32.5,40.5,10.31,3.04,3.15,,105.7%,82.5,129.5,137.5
434,2018,kostas antetokounmpo,PF,81.0,194.8,20.9,0.05,86.25,110.0,9.25,9.5,29.5,35.0,12.48,3.48,3.21,0.0,106.5%,87.9,139.5,145.0
435,2018,mohamed bamba,C,83.25,225.6,22.9,0.062,94.0,115.5,9.75,10.3,,,,,,,112.9%,99.9,,
436,2018,jaylen barford,PG-SG,73.25,207.6,27.2,0.117,75.5,96.5,8.0,8.3,27.0,33.0,11.39,3.21,3.31,7.0,103.1%,66.0,123.5,129.5
437,2018,keita batesdiop,SG-SF,79.25,223.8,25.1,0.054,87.25,106.5,9.0,8.5,30.5,35.0,11.2,3.28,3.17,11.0,110.1%,76.5,137.0,141.5
438,2018,tyus battle,SG,77.0,200.2,23.7,0.04,81.0,102.0,8.5,9.3,32.0,37.5,11.04,2.87,3.07,9.0,105.2%,78.6,134.0,139.5
439,2018,brian bowen,SG-SF,78.25,202.0,23.2,0.076,82.25,103.5,9.0,10.0,30.5,34.0,11.58,3.33,3.28,0.0,105.1%,90.0,134.0,137.5
440,2018,miles bridges,SF,77.25,220.4,26.0,0.059,81.5,103.5,9.0,9.8,,,,,,,105.5%,87.8,,
441,2018,bruce brown,SG-PG,75.5,194.6,24.0,0.038,81.0,98.5,8.5,8.5,32.5,38.0,11.11,3.44,3.2,17.0,107.3%,72.3,131.0,136.5
442,2018,troy brown,SF,77.75,208.0,24.2,0.071,82.25,105.0,9.0,9.8,26.0,33.0,11.51,3.29,3.33,5.0,105.8%,87.8,131.0,138.0
443,2018,jalen brunson,PG,73.0,198.4,26.2,0.067,76.0,96.0,8.25,9.3,29.0,37.0,10.59,3.11,3.15,7.0,104.1%,76.3,125.0,133.0
444,2018,tony carr,PG,75.0,198.8,24.8,0.065,80.25,100.0,8.5,9.8,25.0,31.5,11.89,3.4,3.17,0.0,107.0%,82.9,125.0,131.5
445,2018,jevon carter,PG,72.25,196.2,26.4,0.042,76.25,95.0,9.25,8.5,29.0,36.5,11.04,3.05,3.18,14.0,105.5%,78.6,124.0,131.5
446,2018,wendell carter,C-PF,80.75,251.4,27.1,0.079,88.5,109.0,8.5,9.0,,,,,,,109.6%,76.5,,
447,2018,hamidou diallo,SG,76.25,197.0,23.8,0.045,83.5,103.0,8.75,9.0,32.5,40.5,10.53,3.14,3.1,1.0,109.5%,78.8,135.5,143.5
448,2018,donte divincenzo,SG,75.5,200.6,24.7,0.05,78.0,97.5,8.25,9.0,34.5,42.0,10.72,3.12,3.11,12.0,103.3%,74.3,132.0,139.5
449,2018,trevon duval,PG,73.5,191.0,24.9,0.052,80.25,97.5,8.75,10.0,34.0,41.5,10.93,3.09,3.18,6.0,109.2%,87.5,131.5,139.0
450,2018,jacob evans,SG-SF,76.25,199.6,24.1,0.065,81.25,102.5,9.0,9.3,28.0,35.5,11.11,3.14,3.2,8.0,106.6%,83.3,130.5,138.0
451,2018,keenan evans,PG,73.5,183.2,23.8,0.065,77.25,98.0,8.5,8.0,,,,,,,105.1%,68.0,,
452,2018,melvin frazier,SF-SG,76.5,198.2,23.8,0.079,85.75,105.0,9.5,9.5,31.0,40.5,11.24,3.08,3.08,0.0,112.1%,90.3,136.0,145.5
453,2018,shai gilgeousalexander,PG,76.5,180.0,21.6,0.03,83.5,104.0,9.0,9.0,,,,,,,109.2%,81.0,,
454,2018,devonte graham,PG,72.25,186.4,25.1,0.048,78.25,96.0,8.5,9.5,31.0,37.0,11.28,3.15,3.21,14.0,108.3%,80.8,127.0,133.0
455,2018,isaac haas,C,85.25,303.0,29.3,0.126,89.0,111.5,10.0,10.5,,,,,,,104.4%,105.0,,
456,2018,devon hall,SG,76.25,206.4,25.0,0.085,79.75,102.0,8.5,10.0,25.0,31.0,10.95,3.16,3.27,6.0,104.6%,85.0,127.0,133.0
457,2018,kevin hervey,PF,78.5,211.6,24.1,0.052,87.5,107.0,9.25,10.3,27.5,32.0,11.28,3.15,3.36,4.0,111.5%,94.8,134.5,139.0
458,2018,aaron holiday,PG,71.75,187.0,25.5,0.064,79.5,97.0,8.75,8.5,25.5,33.0,10.96,3.22,3.27,,110.8%,74.4,122.5,130.0
459,2018,kevin huerter,SG,78.25,194.0,22.3,0.086,79.5,101.5,8.25,8.5,31.0,38.0,10.89,2.97,3.09,9.0,101.6%,70.1,132.5,139.5
460,2018,jaren jackson,PF-C,81.75,236.0,24.8,0.072,89.25,110.0,10.0,10.0,,,,,,,109.2%,100.0,,
461,2018,justin jackson,PF,78.0,229.4,26.5,0.089,87.0,105.0,9.0,9.5,,,,,,,111.5%,85.5,,
462,2018,alize johnson,PF,79.25,216.6,24.2,0.081,80.75,103.0,8.5,9.8,25.0,31.0,11.83,3.28,3.38,8.0,101.9%,82.9,128.0,134.0
463,2018,george king,SF-SG,76.75,218.6,26.1,0.073,83.5,101.5,9.0,10.3,31.0,39.0,10.75,3.08,3.29,15.0,108.8%,92.3,132.5,140.5
464,2018,kevin knox,SF,79.75,212.6,23.5,0.05,83.75,108.0,8.75,9.3,,,,,,,105.0%,80.9,,
465,2018,sagaba konate,C,78.5,246.0,28.1,0.074,84.0,106.5,9.25,10.0,31.5,35.0,12.28,3.36,3.28,12.0,107.0%,92.5,138.0,141.5
466,2018,caleb martin,SF-SG,76.75,195.8,23.4,0.07,82.0,101.5,8.5,8.8,29.0,36.5,10.43,2.75,3.26,6.0,106.8%,74.4,130.5,138.0
467,2018,yante maten,PF-C,79.25,246.2,27.6,0.081,84.5,107.5,9.25,10.0,27.0,31.5,11.35,3.13,3.17,18.0,106.6%,92.5,134.5,139.0
468,2018,brandon mccoy,C,83.5,250.4,25.2,0.087,86.0,110.5,9.75,9.5,27.5,32.0,11.77,3.31,3.23,9.0,103.0%,92.6,138.0,142.5
469,2018,deanthony melton,SG-PG,74.25,193.2,24.6,0.052,80.5,99.5,8.5,9.5,31.0,36.5,11.48,3.33,3.23,1.0,108.4%,80.8,130.5,136.0
470,2018,chimezie metu,PF-C,80.5,219.6,23.8,0.051,84.5,108.0,9.0,9.3,29.5,36.0,11.89,3.25,3.33,5.0,105.0%,83.3,137.5,144.0
471,2018,shake milton,SG-PG,76.5,207.2,24.9,0.068,84.75,99.5,8.75,9.5,30.0,33.0,11.07,3.19,3.25,2.0,110.8%,83.1,129.5,132.5
472,2018,sviatoslav mykhailiuk,SG-SF,78.5,211.6,24.1,0.085,76.75,100.0,8.25,9.5,30.5,37.0,11.25,3.18,3.15,4.0,97.8%,78.4,130.5,137.0
473,2018,malik newman,SG,74.5,189.2,24.0,0.063,77.5,98.5,8.5,9.5,27.5,33.5,10.9,3.18,3.13,,104.0%,80.8,126.0,132.0
474,2018,josh okogie,SG,75.0,210.8,26.3,0.052,84.0,102.0,9.0,9.8,33.0,42.0,11.08,3.03,3.04,12.0,112.0%,87.8,135.0,144.0
475,2018,theo pinson,SG-SF,77.0,211.2,25.0,0.074,82.75,103.5,9.0,9.0,27.0,34.0,11.53,3.11,3.22,7.0,107.5%,81.0,130.5,137.5
476,2018,michael porter,SF-PF,81.5,211.0,22.3,0.064,84.25,108.5,8.75,9.3,,,,,,,103.4%,80.9,,
477,2018,billy preston,PF,80.75,222.4,24.0,0.055,86.0,108.0,9.25,9.5,25.0,33.0,11.26,3.35,3.2,0.0,106.5%,87.9,133.0,141.0
478,2018,jerome robinson,SG,76.0,188.4,22.9,0.061,79.25,98.0,9.0,10.0,,,,,,,104.3%,90.0,,
479,2018,collin sexton,PG,72.5,183.0,24.5,0.056,79.25,98.5,8.25,8.5,,,,,,,109.3%,70.1,,
480,2018,landry shamet,PG,76.0,188.6,23.0,0.049,78.75,100.0,8.0,9.0,31.0,39.5,11.26,3.21,3.11,8.0,103.6%,72.0,131.0,139.5
481,2018,anfernee simons,SG-PG,74.25,183.2,23.4,0.077,81.25,99.5,8.75,9.0,32.0,41.5,11.27,3.16,3.1,1.0,109.4%,78.8,131.5,141.0
482,2018,zhaire smith,SF-SG,74.75,198.6,25.0,0.061,81.75,100.0,8.75,8.3,33.0,41.5,11.02,3.15,3.05,10.0,109.4%,72.2,133.0,141.5
483,2018,ray spalding,PF,81.0,215.4,23.1,0.056,88.75,109.0,9.25,9.0,26.0,32.0,11.48,3.2,3.34,12.0,109.6%,83.3,135.0,141.0
484,2018,omari spellman,PF-C,80.0,253.8,27.9,0.138,86.0,107.5,9.0,9.0,28.5,35.5,12.28,3.35,3.38,8.0,107.5%,81.0,136.0,143.0
485,2018,khyri thomas,SG,74.5,198.8,25.2,0.064,82.5,101.0,8.75,9.3,30.0,35.0,10.96,3.18,3.18,14.0,110.7%,80.9,131.0,136.0
486,2018,gary trent,SG,76.25,204.2,24.7,0.07,80.75,98.0,8.5,9.5,33.5,39.5,11.37,2.99,3.12,12.0,105.9%,80.8,131.5,137.5
487,2018,allonzo trier,SG,75.75,198.0,24.3,0.05,78.75,98.0,8.25,10.5,32.0,40.0,11.02,2.97,3.14,11.0,104.0%,86.6,130.0,138.0
488,2018,moritz wagner,C-PF,82.5,241.4,24.9,0.068,84.0,108.0,9.0,10.8,27.0,34.0,11.48,3.07,3.18,8.0,101.8%,96.8,135.0,142.0
489,2018,lonnie walker,SG,75.75,196.2,24.0,0.057,82.25,99.5,9.0,9.5,31.5,40.0,10.87,2.91,3.06,12.0,108.6%,85.5,131.0,139.5
490,2018,pj washington,PF,78.5,223.0,25.4,0.069,86.5,107.0,9.0,10.3,27.0,34.0,11.39,3.43,3.2,3.0,110.2%,92.3,134.0,141.0
491,2018,austin wiley,C,80.25,249.4,27.2,0.05,89.0,111.0,9.75,10.3,28.0,33.5,12.79,3.27,3.3,14.0,110.9%,99.9,139.0,144.5
492,2018,kenrich williams,SF,78.0,200.4,23.2,0.06,79.25,103.5,8.5,9.8,28.0,33.0,10.86,3.28,3.19,14.0,101.6%,82.9,131.5,136.5
493,2018,trae young,PG,72.5,177.8,23.8,0.054,75.0,95.5,8.0,9.3,,,,,,,103.4%,74.0,,
494,2017,edrice adebayo,PF-C,80.75,242.6,26.2,0.052,86.75,108.0,9.5,8.8,33.5,38.5,11.94,3.24,3.24,12.0,107.4%,83.1,141.5,146.5
495,2017,jarrett allen,C,81.0,233.6,25.0,0.074,89.25,109.5,9.5,10.5,31.5,35.5,11.82,3.0,3.21,4.0,110.2%,99.8,141.0,145.0
496,2017,kadeem allen,PG,73.0,192.4,25.4,0.064,81.25,99.5,8.5,8.8,33.0,35.5,11.24,2.98,3.15,7.0,111.3%,74.4,132.5,135.0
497,2017,ike anigbogu,C,80.5,252.2,27.4,0.054,90.25,110.5,9.5,10.0,29.5,32.5,12.52,3.48,3.44,11.0,112.1%,95.0,140.0,143.0
498,2017,og anunoby,SF,78.25,232.4,26.7,0.068,86.25,107.5,9.25,9.5,,,,,,,110.2%,87.9,,
499,2017,jamel artis,SG-SF,77.5,213.2,25.0,0.119,82.0,105.0,9.25,9.8,23.5,31.0,11.62,3.08,3.44,5.0,105.8%,90.2,128.5,136.0
500,2017,dwayne bacon,SG-SF,76.75,221.6,26.4,0.079,82.0,103.5,8.75,10.0,30.0,36.5,11.7,3.22,3.22,8.0,106.8%,87.5,133.5,140.0
501,2017,vj beachem,SG-SF,78.25,193.4,22.2,0.068,82.25,104.5,8.5,9.0,30.0,37.0,11.18,3.19,3.26,11.0,105.1%,76.5,134.5,141.5
502,2017,jordan bell,PF,79.0,223.6,25.2,0.054,83.75,104.5,9.25,9.5,31.5,38.0,10.63,2.83,3.21,16.0,106.0%,87.9,136.0,142.5
503,2017,jaron blossomgame,SF,77.75,218.6,25.4,0.057,82.0,104.5,8.75,10.3,31.0,35.5,11.47,3.35,3.17,16.0,105.5%,89.7,135.5,140.0
504,2017,chris boucher,PF,80.0,182.2,20.0,0.054,88.0,110.5,9.25,10.5,,,,,,,110.0%,97.1,,
505,2017,tony bradley,C,81.25,248.8,26.5,0.12,89.0,112.5,9.5,9.5,24.5,27.5,11.79,2.99,3.44,5.0,109.5%,90.3,137.0,140.0
506,2017,isaiah briscoe,PG,73.25,222.4,29.1,0.11,81.0,99.5,9.0,9.3,28.0,33.5,10.95,2.85,3.38,11.0,110.6%,83.3,127.5,133.0
507,2017,dillon brooks,SG-SF,77.0,220.2,26.1,0.075,78.0,100.5,8.25,9.3,31.0,37.5,11.14,3.24,3.21,16.0,101.3%,76.3,131.5,138.0
508,2017,thomas bryant,PF-C,81.5,247.8,26.2,0.094,90.0,112.5,9.5,10.3,25.5,33.0,11.42,3.12,3.37,7.0,110.4%,97.4,138.0,145.5
509,2017,john collins,PF,80.25,225.2,24.6,0.054,83.25,106.5,9.0,10.0,33.0,37.5,11.66,3.27,3.27,15.0,103.7%,90.0,139.5,144.0
510,2017,zach collins,PF-C,82.25,232.2,24.1,0.089,85.0,111.0,8.75,9.3,,,,,,,103.3%,80.9,,
511,2017,tyler dorsey,SG,75.0,182.6,22.8,0.047,77.25,99.5,8.5,9.3,30.5,36.0,10.55,2.98,3.16,8.0,103.0%,78.6,130.0,135.5
512,2017,damyean dotson,SG-SF,76.5,205.2,24.6,0.053,81.0,100.0,8.5,9.3,31.5,38.0,11.18,3.03,3.13,13.0,105.9%,78.6,131.5,138.0
513,2017,pj dozier,SG,77.25,200.6,23.6,0.061,83.0,101.0,8.5,9.5,34.0,39.0,10.84,2.98,3.15,9.0,107.4%,80.8,135.0,140.0
514,2017,jawun evans,PG,70.75,185.2,26.0,0.091,77.5,95.0,8.0,7.8,27.5,33.5,11.34,3.26,3.21,1.0,109.5%,62.0,122.5,128.5
515,2017,terrance ferguson,SG-SF,77.5,184.4,21.6,0.058,80.75,103.0,8.5,10.0,28.5,38.0,11.16,3.22,3.32,,104.2%,85.0,131.5,141.0
516,2017,deaaron fox,PG,74.0,169.6,21.8,0.045,78.5,100.0,8.5,8.5,,,,,,,106.1%,72.3,,
517,2017,harry giles,PF,81.25,232.0,24.7,0.052,87.25,109.5,9.5,10.8,27.0,32.5,11.08,3.0,3.34,5.0,107.4%,102.1,136.5,142.0
518,2017,josh hart,SG-SF,75.75,209.2,25.6,0.058,80.25,101.0,8.5,9.5,27.5,35.5,11.15,3.02,3.18,9.0,105.9%,80.8,128.5,136.5
519,2017,nigel hayes,PF,78.25,254.2,29.2,0.115,87.25,104.5,8.75,10.0,29.0,33.5,11.81,2.94,3.27,16.0,111.5%,87.5,133.5,138.0
520,2017,isaiah hicks,PF,79.25,233.4,26.1,0.077,84.5,105.0,8.75,9.8,31.5,37.0,12.31,3.31,3.36,11.0,106.6%,85.3,136.5,142.0
521,2017,wesley iwundu,SG-SF,77.5,193.4,22.6,0.04,85.0,105.5,8.75,9.5,31.5,36.0,11.25,3.23,3.36,5.0,109.7%,83.1,137.0,141.5
522,2017,justin jackson umd,SF,77.75,219.4,25.5,0.071,87.25,107.0,9.0,9.5,26.5,31.5,11.78,3.08,3.43,,112.2%,85.5,133.5,138.5
523,2017,justin jackson unc,SF,79.0,200.8,22.6,0.081,83.0,104.5,8.75,9.3,29.5,35.5,10.8,3.06,3.3,,105.1%,80.9,134.0,140.0
524,2017,frank jackson,PG,74.0,201.6,25.9,0.067,79.5,98.0,8.25,9.0,34.5,42.0,10.94,2.7,3.14,9.0,107.4%,74.3,132.5,140.0
525,2017,peter jok,SG-SF,76.25,202.4,24.5,0.11,80.0,102.0,8.25,9.5,26.5,31.0,11.34,2.93,3.41,,104.9%,78.4,128.5,133.0
526,2017,luke kennard,SG-SF,76.5,196.2,23.6,0.066,77.25,98.5,8.0,8.8,,,,,,,101.0%,70.0,,
527,2017,kyle kuzma,SF-SG,80.0,222.6,24.5,0.094,84.25,107.5,8.5,9.5,27.0,34.0,10.72,2.98,3.25,12.0,105.3%,80.8,134.5,141.5
528,2017,tj leaf,PF,80.75,222.2,24.0,0.068,83.0,107.0,8.5,9.5,29.0,34.5,11.55,3.27,3.27,6.0,102.8%,80.8,136.0,141.5
529,2017,tyler lydon,PF,80.25,215.0,23.5,0.136,84.0,107.5,8.75,8.8,29.5,33.5,11.68,2.81,3.46,1.0,104.7%,76.6,137.0,141.0
530,2017,frank mason iii,PG,71.0,188.8,26.3,0.043,75.25,94.0,8.0,9.3,34.0,41.0,11.41,3.09,3.18,15.0,106.0%,74.0,128.0,135.0
531,2017,kennedy meeks,C,80.75,276.6,29.8,0.115,85.0,106.0,8.75,8.8,28.0,30.5,12.91,3.35,3.5,15.0,105.3%,76.6,134.0,136.5
532,2017,donovan mitchell,SG,73.25,211.4,27.7,0.059,82.0,97.0,8.5,9.5,36.5,40.5,11.53,3.07,3.01,10.0,111.9%,80.8,133.5,137.5
533,2017,monte morris,PG,73.25,175.2,23.0,0.069,76.0,96.5,8.25,8.8,28.0,33.5,11.0,3.2,3.19,8.0,103.8%,72.2,124.5,130.0
534,2017,johnathan motley,PF,79.75,238.2,26.3,,88.0,108.0,9.0,9.5,,,,,,,110.3%,85.5,,
535,2017,svi mykhailiuk,SG-SF,78.5,219.6,25.1,0.114,77.0,100.0,8.0,9.3,27.0,33.0,12.4,3.25,3.53,8.0,98.1%,74.0,127.0,133.0
536,2017,semi ojeleye,SF-SG,77.25,241.4,28.4,0.055,81.75,102.0,8.75,9.5,35.0,40.5,10.58,3.07,3.16,19.0,105.8%,83.1,137.0,142.5
537,2017,cameron oliver,PF,79.0,238.6,26.9,0.077,85.25,106.5,9.5,10.3,28.0,39.5,12.17,3.31,3.16,5.0,107.9%,97.4,134.5,146.0
538,2017,justin patton,C,82.0,229.0,23.9,0.078,87.0,111.5,8.75,9.8,26.0,30.5,11.8,3.31,3.46,,106.1%,85.3,137.5,142.0
539,2017,alec peters,PF,79.25,232.0,26.0,0.088,82.75,105.0,8.75,10.0,,,,,,,104.4%,87.5,,
540,2017,ivan rabb,PF,80.75,219.6,23.7,0.068,85.5,109.0,8.75,9.0,28.5,32.5,12.68,3.23,3.35,3.0,105.9%,78.8,137.5,141.5
541,2017,davon reed,SG-SF,76.5,206.2,24.8,0.065,84.0,102.0,9.25,9.5,28.5,36.0,11.37,3.21,3.34,12.0,109.8%,87.9,130.5,138.0
542,2017,devin robinson,SF,79.0,189.6,21.4,0.032,84.75,106.0,9.25,10.3,35.5,41.5,12.85,3.61,3.23,10.0,107.3%,94.8,141.5,147.5
543,2017,kobi simmons,PG,75.25,166.2,20.6,0.05,78.0,99.0,8.5,9.5,30.5,38.5,11.15,2.98,3.18,3.0,103.7%,80.8,129.5,137.5
544,2017,edmond sumner,PG,76.0,176.4,21.5,0.083,81.0,102.5,8.25,9.0,,,,,,,106.6%,74.3,,
545,2017,caleb swanigan,PF,79.5,245.6,27.3,,87.0,108.0,9.5,10.3,,,,,,,109.4%,97.4,,
546,2017,sindarius thornwell,SG-SF,75.5,211.6,26.1,0.078,82.0,103.0,8.75,8.8,27.0,30.5,11.48,3.03,3.36,15.0,108.6%,76.6,130.0,133.5
547,2017,melo trimble,PG,73.25,195.2,25.6,0.106,74.0,95.5,8.0,8.8,24.5,32.0,10.75,2.92,3.27,6.0,101.0%,70.0,120.0,127.5
548,2017,derrick walton jr,PG,71.0,188.6,26.3,0.058,74.5,95.0,8.0,8.5,26.0,32.5,11.28,3.12,3.29,9.0,104.9%,68.0,121.0,127.5
549,2017,thomas welsh,PF-C,83.5,254.0,25.6,0.109,84.0,109.5,9.0,10.5,,,,,,11.0,100.6%,94.5,,
550,2017,derrick white,PG,75.25,189.8,23.6,0.062,79.5,101.5,8.25,8.5,31.0,36.5,10.84,2.92,3.08,10.0,105.6%,70.1,132.5,138.0
551,2017,nigel williamsgoss,PG,73.5,190.2,24.8,0.056,79.25,99.0,8.75,9.3,27.5,34.5,10.42,3.08,3.19,10.0,107.8%,80.9,126.5,133.5
552,2017,dj wilson,PF,80.75,234.4,25.3,0.064,87.0,109.5,9.25,10.3,,,,,,,107.7%,94.8,,
553,2017,omer yurtseven,C,82.5,248.4,25.7,0.076,85.0,108.5,9.0,10.5,26.0,31.5,12.85,3.3,3.45,6.0,103.0%,94.5,134.5,140.0
554,2016,ron baker,SG,75.25,212.4,26.4,0.079,81.75,97.5,8.75,9.5,30.0,35.5,10.77,2.96,3.45,,108.6%,83.1,127.5,133.0
555,2016,wade baldwin iv,PG,74.5,201.8,25.6,0.052,83.25,100.0,9.0,9.8,32.5,38.0,10.45,3.01,3.19,,111.7%,87.8,132.5,138.0
556,2016,cat barber,PG,73.5,173.0,22.5,0.045,77.5,95.5,8.0,8.5,,,,,,,105.4%,68.0,,
557,2016,malik beasley,SG,75.5,189.8,23.4,0.069,79.0,100.5,8.5,9.0,,,,0.0,,,104.6%,76.5,,
558,2016,deandre bembry,SG-SF,76.25,206.6,25.0,0.07,81.25,101.0,8.0,9.3,32.0,38.0,10.9,2.87,3.17,,106.6%,74.0,133.0,139.0
559,2016,ben bentil,PF,79.25,229.2,25.7,0.097,85.5,105.0,9.5,10.0,29.0,33.0,11.16,3.1,3.3,,107.9%,95.0,134.0,138.0
560,2016,joel bolomboy,PF,79.5,224.4,25.0,0.052,85.75,103.5,9.0,10.3,37.5,40.5,10.26,2.86,3.17,,107.9%,92.3,141.0,144.0
561,2016,malcolm brogdon,SG,75.75,223.0,27.3,0.054,82.5,98.0,9.0,10.3,30.5,35.5,10.77,2.64,3.31,,108.9%,92.3,128.5,133.5
562,2016,jaylen brown,SG-SF,77.25,222.8,26.2,0.051,83.75,102.5,8.75,9.0,,,,,,,108.4%,78.8,,
563,2016,marquese chriss,PF,80.75,233.0,25.1,0.085,84.25,105.0,9.0,9.0,32.5,38.5,11.93,3.05,3.26,,104.3%,81.0,137.5,143.5
564,2016,elgin cook,SF,77.0,209.8,24.9,0.064,82.0,100.5,8.5,10.3,,,,,,,106.5%,87.1,,
565,2016,isaiah cousins,PG,75.25,194.0,24.1,0.048,78.25,98.5,8.25,8.8,30.5,37.0,10.79,2.97,3.24,,104.0%,72.2,129.0,135.5
566,2016,deyonta davis,PF,81.25,237.2,25.3,0.097,86.5,108.5,9.0,9.3,,,,,,,106.5%,83.3,,
567,2016,cheick diallo,PF,79.5,218.6,24.3,0.056,88.5,107.5,8.5,9.8,31.0,35.0,11.24,3.3,3.26,,111.3%,82.9,138.5,142.5
568,2016,kris dunn,PG,75.0,0.0,0.0,,81.5,100.0,,,,,,,,,108.7%,,,
569,2016,henry ellenson,PF,82.0,242.0,25.3,0.112,86.25,108.0,8.5,9.8,,,,,,,105.2%,82.9,,
570,2016,perry ellis,PF,79.0,217.8,24.5,0.046,82.25,102.0,8.0,8.5,32.0,38.0,10.73,3.03,3.13,,104.1%,68.0,134.0,140.0
571,2016,kay felder,PG,68.25,177.2,26.7,0.058,74.5,88.5,8.25,8.5,35.5,44.0,11.52,2.9,3.15,,109.2%,70.1,124.0,132.5
572,2016,dorian finneysmith,SF,78.5,212.6,24.3,0.065,83.75,105.5,9.0,9.8,32.5,35.5,11.01,3.04,3.27,,106.7%,87.8,138.0,141.0
573,2016,michael gbinije,SG,77.5,204.6,23.9,0.054,79.5,101.0,8.0,9.0,33.5,37.5,11.0,3.19,3.12,,102.6%,72.0,134.5,138.5
574,2016,daniel hamilton,SG-SF,78.25,197.0,22.6,0.06,81.0,103.5,9.0,8.5,26.0,29.0,11.48,3.2,3.4,,103.5%,76.5,129.5,132.5
575,2016,buddy hield,SG,75.75,212.4,26.0,0.061,81.25,101.0,8.5,9.0,,,,,,,107.3%,76.5,,
576,2016,demetrius jackson,PG,72.0,193.8,26.3,0.065,77.5,93.0,8.25,9.0,37.5,43.5,10.81,2.87,3.25,,107.6%,74.3,130.5,136.5
577,2016,brice johnson,PF,81.0,208.6,22.4,0.075,84.5,106.5,9.0,8.3,33.5,38.0,11.88,2.94,3.2,,104.3%,74.3,140.0,144.5
578,2016,damian jones,C,82.25,243.6,25.3,0.066,87.75,107.0,8.75,10.5,36.0,37.0,11.35,3.12,3.2,,106.7%,91.9,143.0,144.0
579,2016,skal labissiere,PF-C,82.5,215.8,22.3,0.057,86.5,105.5,8.75,9.0,,,,,,,104.8%,78.8,,
580,2016,jake layman,SF,80.0,208.6,22.9,0.071,81.25,102.0,8.25,9.3,33.0,39.5,11.35,2.82,3.24,,101.6%,76.3,135.0,141.5
581,2016,marcus lee,PF-C,81.0,211.0,22.6,0.054,87.0,107.5,9.0,9.0,28.5,35.5,11.68,3.19,3.25,,107.4%,81.0,136.0,143.0
